,Unnamed: 0,WritingDate,Title,Conclusion,OrgNameDisc
33,33,2025-04-14,汇成真空(301392)：真空镀膜设备专精特新小巨人 助力高端产品国产替代,"　　投资要点
　　真空镀膜设备专精特新小巨人，产品应用领域不断拓宽。自2006年成立以来，公司始终专注于以真空镀膜设备及其工艺为主的真空应用解决方案领域，成立之初主要从事真空镀膜设备的研发、生产和销售，产品主要应用于塑胶（玩具、功能塑胶等）、五金、陶瓷、卫浴、钟表首饰、眼镜等产业，逐步掌握了蒸发镀膜、溅射镀膜、离子镀膜等较为完善的镀膜技术和成熟的生产工艺，并招募和培养了一批具有实操经验的专业技术人才。2011 年起，公司真空镀膜设备制造能力和镀膜工艺解决能力不断增强，产品下游应用领域逐步延伸至汽车、智能手机等市场空间更大、技术要求更高的消费领域，自主研发能力得到深化和突破，技术积累不断增加。2017 年，公司开始成为富士康供应商，2018 年发展成为捷普科技和苹果供应商，并能够根据苹果公司需求向其提供技术输出服务，以及为部分战略客户提供稳定的运维服务，形成了新的利润增长点。另外，公司加强布局大型连续线的研发投入和市场开拓，并实现了大型连续线的销售收入，实现了从“单体机”到“单体机+连续线”模式的跨越。目前公司主要客户包括苹果公司、富士康、比亚迪、麦格纳、沃格光电、亨通光电、嘉元科技、日久光电、宏旺等国内外知名企业和科研院所，分布在消费电子、集成电路、光学光电子元器件、新能源动力电池等行业，2024H1 公司真空镀膜设备营收按照下游应用领域划分，来自消费电子、其他消费品、工业用品和科研院所的收入占比分别为34.88%、20.51%、9.23%、8.85%。公司业务规模不断扩大，产品应用领域不断拓宽，技术水平不断升级，知名客户不断增加。2024 年前三季度公司实现营收4.31 亿元，同比+10.99%；归母净利润0.64 亿元，同比+22.31%。
　　高端真空镀膜设备海外厂商占据主要份额，国产替代空间巨大。
　　在国际市场上，高端真空镀膜设备市场主要被应用材料（AppliedMaterials Inc.）、爱发科（ULVAC）、德国莱宝（Leybold）等资金实力雄厚、技术水平领先、产业经验丰富的跨国公司所占领。我国的真空镀膜设备制造业起步于20 世纪60 年代，主要应用领域局限于军工和小件装饰镀膜，此后真空镀膜设备产品线的广度与深度一直在增加。目前，我国真空镀膜设备制造业经过了几十年发展，形成了门类齐全、布局合理、品种丰富、真空镀膜技术水平与镀膜工业发展基本适应的体系。近年来，随着国内相关制造行业的强劲发展，真空镀膜设备行业及其下游应用领域市场需求的大幅增长促进了国内真空镀膜设备生产厂商的快速发展。根据Grand View Research 数据，2018年中国物理气相沉积（PVD）设备市场规模为35.8 亿美元，预计到2025年将以7.0%的年复合增长率增长。随着全球消费电子产业、半导体、光学元器件、光伏产业等行业生产规模持续扩张，全球真空镀膜设备　　市场规模亦呈逐年扩大趋势，根据Mordor Intelligence 数据，2020年全球物理气相沉积(PVD)设备市场价值为193.5 亿美元，预计到2026 年将达到259.3 亿美元，2021-2026 年预测期间的年复合增长率为8.9%。
　　投资建议
　　我们预计公司2024/2025/2026 年分别实现收入5.71/7.15/8.96亿元，分别实现归母净利润0.76/1.20/1.80 亿元，当前股价对应2024-2026 年PE 分别为126 倍、79 倍、53 倍，首次覆盖，给予“买入”评级。
　　风险提示：
　　市场竞争风险；科技创新失败风险；单一客户销售订单不连续的风险。",中邮证券
34,34,2025-04-14,华测导航(300627)：全球化卓有成效 Q1利润端同比预增30+%,"　　【事项】
　　2025 年4 月8 日，公司发布2025 年一季度业绩预告。预计实现归母净利润13500-14300 万元，同比增长30.99%-38.75%，实现归母扣非净利润11550-12350 万元，同比增长33.06%-42.27%。
　　【评论】
　　全球化战略卓有成效，产品竞争力持续提升。一方面，公司积极拓展产品和解决方案的行业应用，地理空间信息、机器人与自动驾驶等相关业务领域快速发展，国内外区域业务协同发展，2024H1 海外收入占比同比增长2.70pct 至30.01%，推动公司整体营收有效增长；另一方面，公司继续加大研发投入，2024 年前三季度研发费用同比提升24.40%至3.82 亿元，不断构筑核心技术壁垒，提升产品竞争力，助力公司在各行业市场业务快速拓展。
　　股权激励绑定核心团队利益，助力公司长远发展。公司实施2025 年第一期限制性股票激励计划，以33.14 元/股的授予价格向24 名核心技术骨干授予200.39 万股限制性股票，占总股本的0.3647%。公司层面的业绩考核目标为2025-2027 年归母扣非净利润较2024 年的增长率分别不低于10%、20%、40%。本次激励计划旨在吸引和留住优秀人才，充分调动核心技术骨干的积极性，将股东、公司及个人利益的有效结合。
　　展望未来，海外市场增长空间较大，测绘、精准农业、三维智能等领域有望快速增长。公司将在进一步夯实国内基本盘的基础上，不断完善海外本地化运营体系，为全球客户提供更有竞争力的产品与解决方案。
　　同时，公司将继续深耕精准农业领域，围绕“耕、种、管、收”关键农业生产环节，打造生态化产品体系；三维智能业务受益于产品成熟度及市场接受度提升，叠加低空经济相关产业政策等因素影响，有望迎来新的增长机会；乘用车自动驾驶业务已被指定为多家车企定点供应商，部分相关车型已实现量产，车规级产品累计交付数量突破30 万套。
　　【投资建议】
　　公司围绕高精度导航定位技术核心，逐步构建起高精度定位芯片技术平台、全球星地一体增强网络服务平台两大核心技术护城河，高精度定位装备和系统应用及解决方案在公共事业、建筑与基建、地理空间信息、机器人与自动驾驶等板块的竞争力领先。我们调整盈利预测，预计公司2024-2026年实现营收32.16/41.27/54.20亿元，实现归母净利润为5.74/7.53/9.52亿元， 基于2025 年4 月11 日收盘价， 对应2024-2026 年PE 分别为39.98/30.26/23.95倍，维持“增持”评级。
　　【风险提示】
　　行业竞争加剧风险
　　海外政策波动及国际贸易风险
　　汇率波动风险",东方财富证券
35,35,2025-04-09,鸿日达(301285)：全年净利润水平承压 积极拓展3D打印及半导体散热片新业务,"　　事件。4 月4 日，公司发布2024 年业绩预告。2024 年公司归母净利润亏损约700-900 万元，较上年同期（3,099.81 万元）降幅较大；扣非后归母净利润亏损930-1,150 万元。
　　保持高研发投入，全年净利润水平承压。2024 年整体行业逐步复苏，订单增加，公司全年营业收入预计实现同比增长；但全年利润端出现首次亏损，主要原因为：1）实施股权激励计划而预计确认股份支付费用大幅增加；2）公司持续加大在半导体封装级散热片及3D 打印设备等新领域的产品开发力度，拓展专业团队人员规模，导致管理费用及研发费用同比增长较快，影响整体利润水平；3）原材料采购成本有所上升，主要原材料金盐的采购价格同比涨幅较大。
　　积极推进3D打印及半导体散热片产品技术发展，打造新业务曲线。公司在3D打印业务方面从设备端开始进行自主研发及产品生产，截至25 年3 月，公司已完成3D 打印设备的开发工作，设备进入批量制造阶段；同时已具备从机器开发到产品打印再到后端加工的全制程自研工艺的量产能力，目前已在3C 消费电子、汽车波段雷达、半导体散热等方面进行了产品送样。在半导体金属散热片业务方面，公司持续推进产线建设进程，截至2024 年年末，第一条生产产线已实现对部分核心客户的正式批量供货；第二条生产线也顺利搭建完成实现通线。公司在半导体散热片领域以行业稀缺性进入国产替代赛道，将在2025 年计划实现6-8 条产线的搭建，以更好的匹配下游客户持续增长的需求。我们认为，公司2024 年业绩虽受到研发投入及费用端短期增长影响，但随着公司新业务逐步完善落地，叠加传统业务收入稳步提升，公司业绩水平或将逐步修复。
　　盈利预测与投资评级： 我们预测公司2024-2026 年归母净利润为-0.07/1.26/1.73 亿元，2024-2026 年EPS 分别为-0.04/0.61/0.84 元，当前股价对应2025-2026 年PE 分别为42/31 倍，鉴于公司传统业务发展稳定，新领域产品研发投入虽然增幅较大，但新业务布局也在逐步完善落地，传统业务收入稳步提升，公司业绩水平或将逐渐修复，维持“买入”评级。
　　风险提示：宏观经济波动风险；新产品技术开发不及预期风险；3D 打印业务处于市场拓展阶段，短期对公司业绩贡献有限；市场竞争加剧风险。",长城证券
36,36,2025-04-09,新产业(300832)：业绩快报基本符合预期 海外业务保持高速增长,"　　快报公告归母净利润同比增长10.6%
　　公司发布2024 年业绩快报：公司预计实现收入45.35 亿元，同比增长15.4%；归母净利润18.28 亿元，同比增长10.6%；扣非归母净利润17.20亿元，同比增长11.2%，我们认为基本符合市场预期。
　　关注要点
　　4Q24 收入稳健增长，利润增长略有承压。根据公告我们测算，4Q24 公司收入11.21 亿元（YoY+9.7%，QoQ-6.8%），营业利润5.09 亿元（YoY-3.6%，QoQ-6.3%），对应营业利润率45.4%（YoY-6.3ppt，QoQ+0.2ppt），归母净利润4.45 亿元（YoY-4.7%，QoQ-7.4%），对应归母净利率39.7%（YoY-6.0ppt，QoQ-0.2ppt），单季度利润有所承压，我们认为主要原因是国内业务集采调价以及海外业务去年同期高基数。
　　持续提升中大型终端客户服务能力，海外收入占比进一步提高。根据公告，2024 年公司国内市场装机1,641 台（YoY+12.0%），其中大型机装机占比达到74.7%（YoY+11.3ppt）；海外市场合计销售4,017 台（YoY+12.7%），中大型机占比达到67.2%（YoY+10.4ppt），2024 年公司海外收入同比增长27.7%，带动公司整体收入增长，2024 年海外收入占比提升至37%（其中美国收入占比不足0.1%，美国关税政策对公司业务直接影响非常有限）。
　　我们看好集采背景下公司实现以量换价的增长机会。2024 年底，安徽省医保局发布2024 年体外诊断省际联盟集采公告（第3 号）1，公司肿瘤标志物以及甲状腺功能检测试剂均进入A组，肿标以及甲功意向采购量占比分别为10.4%和9.3%，排名分别为第三和第五，已超越部分进口品牌。公司将继续通过份额提升弥补价格下降的影响，并将一批新的试剂品类作为第二引擎，与现有常规品类协同共进，我们认为将有望持续在未来市场竞争中保持领先地位。
　　盈利预测与估值
　　考虑到国内医保控费压力，我们下调2024/2025 年盈利预测7.9%/14.3%至18.28 亿元（YoY+10.6%）/21.16 亿元（YoY+15.7%），引入2026 年盈利预测24.43 亿元（YoY+15.5%）。当前股价对应2025/2026 年20.1/17.4 倍市盈率，维持跑赢行业评级，同步下调目标价14.3%至71.66 元，对应2025/2026 年26.6/23.0 倍市盈率，隐含33%上行空间。
　　风险
　　医保控费力度超预期；竞争加剧；新品推广不及预期；地缘政治风险。",中金公司
37,37,2025-04-09,华大九天(301269)公司点评报告：并购优质EDA标的 加速打造全流程能力,"　　投资要点：
　　公司发布了购买芯和半导体100%股权的收购预案。
　　本次收购中，公司计划通过向中国电子集团和中电金投发行股份募集配套资金。目前中国电子集团通过公司第一大股东中国电子有限和第三大股东中电金投分别持有公司21.22%和12.66%的股权。通过本次募资方案，中国电子集团对公司的持股比例将进一步提升，有助于巩固公司EDA 国家队的地位。
　　公司作为国内EDA 领域龙头，正在迎来基础软硬件国产化替代的历史机遇。为此，公司提出了要进行EDA 的全流程、全领域覆盖，满足国产替代的需要。由于EDA 产业链长、产品众多，目前国产EDA 工具仍然不全，行业前十的公司基本保持着错位竞争，公司通过收购可以快速进行产品补足，加速发展壮大，同时减少国内企业的重复投入，增加资金利用效率。此外，从EDA 全球三大巨头的成长路径上来看，其都进行了一系列的收购，才形成了如今的垄断优势，因而对于EDA 企业来说并购也成为了成长必经路径。
　　芯和半导体是国内稀缺的EDA 标的。芯和半导体前身芯禾技术成立于2010 年，在2025 年2 月开启上市辅导，2024 年实现收入2.65 亿元，同比增长150%，净利润4812.82 万元，实现扭亏为盈，是EDA 行业少数收入规模上亿且实现盈利的企业，并在《射频系统设计自动化关键技术与应用》项目上获得了“2023 年度国家科技进步奖一等奖”。对比来看公司2023 年实现收入10.10 亿元，净利润1.86 亿元，芯和的并表会带来明显的增量效应。
　　从产品布局来看，芯和半导体覆盖芯片设计、封装、系统到云的全链路电子系统设计仿真平台与解决方案，定位于“系统集成设计”这一增量市场，部分产品国际领先，与中芯国际、新思科技、楷登电子、三星等众多知名企业达成了长期稳定的合作关系，并在全球500 多家知名企业成功实现商用。本次并购后，公司将于芯和的仿真产品实现互补，构建出从芯片到系统级的EDA解决方案，打破EDA 现有的集成电路芯片设计、制造及封装市场规模的天花板。
　　目前全球EDA 行业整体保持了较高的景气度。根据SEMI 的数据，2024 年Q3 全球EDA+SIP 产业总计规模51.145 亿美元，同比增长8.8%，总体保持了较高的增速水平。其中EDA 规模32.27亿美元，同比增速8.0%，亚太区域占比36%，同比下滑-0.7%。
　　在公司对芯和半导体发起收购的同时，概伦电子也在3 月27 日发布公告，开启对锐成芯微的收购事宜。这意味着国内EDA 行业集中度将持续提升，同时头部企业有望进入收购加速期。
	上调对公司的投资评级至买入。不考虑并购事宜带来的资金募集和股份变化的影响，预计24-26 年公司EPS 分别为0.26 元、0.52元、0.81 元，按4 月8 日收盘价116.30 元计算，对应PE 为441.66 倍、222.15 倍、142.82 倍。考虑当前全球国际局势和美国对我们科技领域制裁的影响，公司作为EDA 龙头的地位重要性在持续提升，此次的并购将更有助于公司实现全流程和全领域覆盖，并进一步释放业绩弹性。
　　风险提示：国产化推进不及预期；并购事宜的不确定性。",中原证券
38,38,2025-04-09,丰立智能(301368)：布局人形机器人零部件 发力汽车齿轮产品,"　　报告摘要：
　　开拓产品品类，构建五大业务。公司是一家专业从事小模数齿轮、精密减速器及相关零部件等产品研发、生产与销售的高新技术企业。公司以核心钢齿轮技术为支撑，凭借相通性、相近性不断开拓产品品类，从零件产品类：伞齿、圆柱齿、粉末齿、精密机械件（轴类、蜗杆等），延伸扩展到部件产品：行星减速器、谐波减速器、小微型减速器等。公司的业务线分为：轻量化气动工具、精密减速器、新能源传动齿轮、座舱智能驱动、家居智能驱动。公司近两年的主要发力方向为机器人与新能源汽车领域。
　　布局人形机器人板块。公司人形机器人领域产品包括：用于灵巧手、关节等所需的谐波减速器、行星减速器、小微型减速器、小伞齿、小圆柱齿、行星轴等。其中减速器产品主要分为三类：1）行星减速器：主要为博世供应，其他客户包括西门子、牧田等；2）谐波减速器：公司2016 年开始研发谐波减速器，2023 年投入设备并进入开发打样新品阶段，2024 年下半年开始实现量产；3）小微型减速器：2024 年开发成功，现已实现小批量生产交货。公司谐波减速器产品规划为四条产线共14 万套，目前已投一条3.5 万套的产线。公司准备近1-2 年加速开发人形机器人关节模组化产品。公司于2023 年下半年开始已与星动纪元形成深度合作关系，后续订单有望加速放量。
　　发力汽车齿轮产品。在汽车领域，公司产品分为多类别：1）应用于燃油汽车自动、手动变速箱、新能源汽车减速箱的齿轮；2）动力座舱智能驱动产品，包括汽车自动驻车刹车驱动部件、马达驱动部件、汽车电动门窗、尾翼等产品；3）用于调整汽车左右（或前后轮）平衡的差速器产品。2024 年，公司在马来西亚进行投资新建年产20 万套高精密新能源汽车传动齿轮生产线项目。
　　盈利预测及评级：预计公司2024-2026 年归母净利润分别为0.28 亿、0.44亿、0.87 亿，EPS 分别为0.23 元、0.36 元、0.73 元，PE 分别为262.30倍、168.70 倍、84.29 倍。首次覆盖，给予“增持”评级。
　　风险提示：谐波减速器放量不及预期；人形机器人市场增速不及预期。",东北证券
39,39,2025-04-09,嘉益股份(301004)公司更新报告：董事长提议回购 彰显发展信心,"　　本报告导读：
　　董事长提议股份回购，公司供应链地位稳固、业务区域多元化发展，有望充分对冲关税不确定性。
　　投资要点：
　　维持盈利预期 及“增持”评级。董事长提议回购彰显发展信心，我们维持公司盈利预测，预计2025-2027 年公司EPS 为8.79/10.84/12.89元。参考行业估值水平，考虑公司绑定核心品牌客户，爆款大单品动销趋势保持向上，预计业绩增长有望超过行业平均，故给予公司估值溢价，给予公司2025 年15.0xPE，维持目标价至131.87 元，维持“增持”评级。
　　董事长提议回购，彰显发展信心。为维护公司全体股东利益，增强投资者信心，稳定及提升公司价值，基于对公司未来发展的信心，公司董事长戚兴华先生提议公司通过集中竞价交易方式回 购部分公司股份，回购的股份将用于未来实施股权激励计划。回购股份的资金总额为人民币8000 万元-16000 万元，价格上限不高于董事会审议通过回购股份方案决议前30 个交易日公司股票交易均价的150%。回购资金来源为公司自有资金或银行贷款。回购股份的方式为通过深圳证券交易所交易系统集中竞价交易。
　　客户合作稳定，对冲关税不确定性。历史上看，保温杯产品并非加征关税的重点范畴，未来具体关税落地情况仍待跟踪。保温杯因其开发周期长且工艺繁复，促使市场专业化分工在该领域迅速崛起，使得品牌商与制造商形成紧密的合作关系。此外，由于转换供应商涉及较高的时间和成本投入，整体流程复杂，品牌商在选择长期合作伙伴后，一般不会轻易更换，公司因而在供应链体系中占据稳定地位，并持续受益于长期合作带来的市场保障。
　　新客户订单放量提速，海外基地有序扩张。短期看，新进品牌客户订单快速放量，客户结构优化并贡献业绩增量，预计订单延续高景气趋势。公司创新研发及精益制造能力突出，越南基地产能储备充足，扩产按计划推进、供应链能力不断强化，制造订单份额有望持续扩张。长期看，Stanley 积极培育新产品线，主动营销下有望推动增量份额。渠道端，Stanely 横向渗透南美、澳大利亚等新兴市场，纵向打通线下实体店，扩张全球市场影响力。
　　风险提示：海外需求低于预期，行业竞争加剧等。",国泰海通证券
40,40,2025-04-09,力诺药包(301188)：股权激励指引方向 持续回购增强信心,"　　公司持续进行股份回购，彰显发展信心。公司2024 年使用自有资金累计回购公司股份共352.5 万股，占公司当时总股本的1.52%。2025 年2 月公司发布公告拟使用不低于人民币 5,000 万元（含），不超过人民币10,000 万元回购公司股票。截至2025 年3 月末，公司累计回购股份共116.8 万股，占总股本的0.50%，成交金额为1875 万元。公司连续增持股份，体现了对自身前景的看好以及彰显未来发展信心。
　　中硼硅模制瓶业务稳步推进，期待2025 年实现突破。公司中硼硅模制瓶已于2024年4 月通过国家药品监督管理局药品审评中心技术评审，公司生产的中硼硅玻璃模制注射剂瓶可以正式批量化上市销售。2025 年2 月，公司用于生产中硼硅模制瓶的节能新型玻璃熔化全电熔炉窑炉成功点火，本台窑炉达产后，可实现年产I 类药用模制玻璃瓶1 万余吨。目前国内中硼硅模制瓶整体供不应求，盈利能力较好，公司客户开拓工作正在推进，后续有望迎来产能的充分释放，为公司贡献新的业绩增长点。
　　股权激励目标指引方向，看好新业务拓展前景。公司于2024 年8 月发布限制性股票激励计划，拟向激励对象授予的限制性股票352.5 万股，约占公司股本总额的1.52%。业绩考核触发值为：2024/2025 年营业收入较2023 年分别增长30%（12.31 亿元）/60%（15.15 亿元），利润总额同样增长30%/60%；目标值为2024/2025 年营业收入较2023 年分别增长50%（14.21 亿元）/100%（18.94 亿元），利润总额为增长60%/100%。公司股权激励目标基于当前各项业务的拓展情况所制定，具有一定科学性，也对新产品和新业务寄予厚望，也在一定程度上调动员工积极性，推动公司的高质量发展。
　　调整公司2024-2026 年EPS 为0.44、0.62、0.78 元（原预测2024-2025 年EPS0.70、0.92 元）。主要由于中硼硅模制瓶放量不及预期，下调药用玻璃收入毛利率预测，同时拓展新业务，期间费用率有所上升。可比公司2025 年平均30X PE，我们认可给予公司合理PE 为30X，对应目标价18.60 元，维持“买入”评级
	风险提示
　　新点火产能效益不及预期，原材料成本上涨超预期，海外需求重新承压",东方证券
41,41,2025-04-08,力星股份(300421)：精密滚动体龙头 陶瓷球/机器人布局迎历史机遇,"　　轴承滚动体龙头，经营质量夯实稳健：公司成立于1989 年，主营产品为轴承滚动体，包括两大支柱产品“钢球+滚子”，以及孵化产品“陶瓷球”。公司轴承钢球销售收入已连续多年排名国内第一，是全球最大轴承制造商瑞典斯凯孚集团（SKF）及汽车传动轴制造商吉凯恩（GKN）的战略合作伙伴，同时也是国内唯一一家进入国际八大轴承制造商全球采购体系的内资企业。
　　风电抢装潮有望启动，公司风电滚子技术引领行业：国内新一轮风电“抢装潮”有望启动，风电大型化、国产替代趋势双轮驱动，共同推动风电滚子需求扩张。公司滚子产品精度最高达Ⅰ级，φ40-80mm 规格的中型风电滚子已批量化配套西门子集团、上海电气、通用电气、明阳智能、维斯塔斯、三一重能等全球知名厂商风电主机中，获得下游客户的高度认可。
　　800V 架构逐步成为电车主流方案，公司前瞻布局陶瓷滚动体：800V 平台架构提升整车效率，弥补新能源汽车短板，2024 年1-10 月新能源800V 高压市场渗透率达到8.4%，陶瓷轴承能够用于高速、高温、腐蚀性介质等许多钢制轴承无法满足要求的特殊场合。公司自2022 年9 月起切入陶瓷滚动体领域，陶瓷球产品目前尚处于小批量生产和样品认证阶段。2024 年12 月，公司成立NET 新公司，拓展北方市场，专注氮化硅陶瓷及衍生前沿领域。
　　丝杠用于机器人潜力大，公司重点布局精密滚动体：特斯拉在人形机器人Optimus 线性关节解决方案中加入滚柱丝杠，未来机器人有望成为重要下游。2025 年3 月6 日，金燕精密滚动体二期项目奠基，重点突破G3/G5 级超精密滚动体规模化生产，填补国产化空白。2025 年3 月31 日，公司发布公告，拟以现金方式收购青岛飞燕钢球控股权，赋能机器人丝杆滚动体。
　　投资建议：公司是国内滚动体行业龙头，积极加码陶瓷滚动体等高端品类，国产化替代空间巨大，叠加工业丝杆领域的拓展，我们预计公司 2024、2025、2026 年实现归母净利润0.84、1.30、1.83 亿元，对应 PE 为47.42、30.79、21.82 倍，维持“增持”评级。
　　风险提示：新品开发不达预期，下游需求不及预期，对外投资进展不及预期等。",财通证券
42,42,2025-04-07,华致酒行(300755)：关税摩擦 加码内需预期；产业磨底 缓解渠道压力,"　　宏观角度，2025 年需求预期温和向好，近期中美关税摩擦有望将内需推向更重要的位置。1）消费场景方面， 2024 年因“无春年”压制的婚宴活动有望在2025 年“双春年”得到一定回补；餐饮作为社零总额的重要成分和提振消费的关键抓手，补贴力度有望加大；2）消费能力方面，2024 年居民可支配收入与GDP 增速大体同步，且结构上占更多数量的中低收入群体改善更大;年末住户部门存款余额创新高，人均存款突破10 万元，同时结余比例回落，消费比例提升；2025 年《政府工作报告》对经济增长及就业的提法较2024 年保持一致，且特别指出要完善工资正常增长机制；房地产市场自“924”新政后也呈现企稳迹象；3）经济增长方面， 2024 年12 月中央政治局会议提出要“实施更加积极的财政政策”，定调2025 年财政政策，2025 年《政府工作报告》表示今年赤字率拟按4％左右安排、比上年提高1 个百分点，另有增加一般公共预算支出规模、增发特别国债等政策规划；年初新质生产力取得瞩目成果，同时房地产市场传来政策托底信号，而近期中美关税摩擦为经济增长目标的实现带来了新的不确定性；4）政府作为方面，随着中央表态接棒新增债务，在2024 年11 月“6+4+2”合计12 万亿元化债政策的推动下，各省化债工作已现成效，地方政府主动调控创造需求的能力有所恢复，在经济压力强化的预期下，或将有突破性政策工具出台进一步释放地方政府能动性。
　　白酒的生产与消费都集中在国内市场，几乎不直接受到近期中美关税政策的影响。自2024 年12 月中央经济工作会议以来，“提振消费是2025 年经济工作的重中之重”被反复提及，而在摩擦加剧的预期下，今年的经济增长重心将有望进一步向内需倾斜。
　　产业角度，头部名酒分化向上，渠道维护成为共识。近几年白酒行业结构虽然发生一些变化，但整体需求始终有所支撑，总量上看仍然保持增长。与需求增加相比，主要酒企更高的业绩诉求使行业矛盾加剧，压力主要由流通层面承担。随着白酒行业在24H2 正式进入调整期，各酒企业绩增长诉求更趋理性，渠道压力正在得到缓解。五粮液年初至今执行的停货减量操作成效显著，批价可见约50 元稳定提升，释放了维护价盘的决心，经销商的利润也得到一定修复。行业调整期品牌分化进一步演绎，头部名酒底牌更厚，确定性相对更强，华致酒行专注名酒市场，在规模和市占率提升的过程中，利润表现也有望逐渐改善。
　　投资建议：公司凭借多年对产品“保质保真”的坚持所积累的消费者信任以及不断扩大的品牌影响力有望带动公司进入正向循环，公司在精品酒和自有品牌的发力具备一定基础和可延续性。近两年公司利润端面对行业性困难，在此期间，公司持续扩大份额，不断加强厂商合作与消费者粘性，酒水流通龙头地位稳固，随着经济和产业周期逐步回升，利润端弹性有望得到体现。
　　我国酒水流通市场格局仍非常分散，存在较大整合空间，长期向好趋势不改。
　　我们预计公司2024-2026 年EPS 为 0.10、0.29、0.50 元，当前股价对应PE分别为133.8x、48.7x、28.0x，维持“买入”评级。
　　风险提示：消费修复不及预期；价格走势不及预期；食品安全问题；市场波动风险；消费税政策可能发生变化。",长城证券
43,43,2025-04-07,欣旺达(300207)：对等关税影响有限 进阶成长佳期已临,"　　投资要点
　　事件：美国当地时间4 月2 日，美国总统特朗普发布行政命令，宣布美国对贸易伙伴设立10%的“最低基准关税”，并对某些贸易伙伴征收更高关税，其中对华加征34%的关税，对越南、泰国、印尼等多个国家加征超过30%的关税。
　　公司产品直销美国占比较低，关税影响有限
　　公司作为全球消费电池PACK 龙头，国外客户包括苹果、飞利浦、微软、meta、亚马逊、SanDisk、惠普、戴尔、摩托罗拉等，特别是公司在苹果供应链中占据了较为重要的地位，“对等关税”也引发了市场对于公司经营情况的担忧，当前公司已构筑了稳健的供应链体系，预计关税的影响非常有限。一方面，公司产品销往美国产品主要为间接销售，直接出口美国的产品占比相当低，因此受到出口关税的影响较小，另一方面，在苹果的供应链中，非组装厂的部件类公司（譬如欣旺达、蓝思、领益等）产品大部分出口通过国内保税区完成，天然规避关税波动风险。针对海外组装厂的零部件供应，果链公司大多数情况下与客户商定采用FOB 模式（Free On Boat,“离岸价”），这种模式下公司不需要承担关税成本。当前公司在全球进行了多元化的产能布局，在中国、印度、越南、匈牙利、摩洛哥等国家布局多个生产制造基地，这种贴近市场、分散风险的布局逻辑，充分降低物流与人力成本，并且能够较好应对客户多元化需求和外部的不确定性。
　　锂威规模效应显现，动力负面拖累递减，公司步入新的成长周期
	消费电池方面，随着近年来公司锂威的电芯制程能力不断成熟，依托PACK 领域多年积累的渠道优势，公司实现了电芯产品在终端客户中的快速导入与成长。随着锂威的成长，欣旺达在手机、平板、PC 和可穿戴等市场的cell+pack 一体化供应逐渐打开，特别是关键大客户与增量客户的订单也开始逐步落地，有望步入新的进阶成长期。在动力电池方面，公司始终坚持“聚焦+差异化”的策略，凭借全面的布局以及夯实的技术能力，不断获得国内车企多个项目的合作，客户覆盖愈加全面，定点车型也逐步向一线靠拢，公司动力电池业务收入呈现良好的上升趋势，这一领域在行业竞争格局稳定后的扭亏与成长同样值得期待。
　　盈利预测与估值
　　预计2024-2026 年营业收入分别为567.3 亿元、662.0 亿元和771.4 亿元，同比增长18.5%、16.7%和16.5%，对应归母净利润分别为16.23 亿元、23.53 亿元和29.75 亿元，当下市值对应的PE 分别为19、13 和10 倍，维持买入评级。
　　风险提示
　　关税上行导致消费电子终端需求再次衰退的风险；行业竞争加剧风险；原材价格波动风险。",浙商证券
44,44,2025-04-08,孩子王(301078)：积极布局直播电商与AI数智化 盈利持续释放,"　　事件：公司发布 2025年一季度业绩预告。公司预计一季度实现归母净利润2915-3847 万元，同比增长150%-230%；实现扣非归母净利润1434-2008万元，同比增长400%-600%。非经常性损益约1480-1840 万元，我们预计为政府补贴和理财投资收益。
　　加盟业务取得实质进展。公司持续推进门店场景升级及供应链体系优化，提升单客价值保证存量业务稳健增长，同时大力发展加盟业务并取得实质进展，顺利跑通单店模型，2024 年孩子王加盟店新开9 家，截至2025 年3月底已开30 家（即25Q1 新开21 家），目前储备店100+家，25 年目标开设500 家。
　　解锁线上新场景，常态化直播运营在即。25Q1 公司完善了直播公司的顶层设计和定位，3 月链启未来直播间已开展内容的常态化运营，4 月份公司将进行深度招商会及达人招募，常态化直播也将逐步开展，超头主播辛巴和蛋蛋全面支持，后续公司会加快优质内容、供应链、直播矩阵建设，致力于打造新的增长曲线。
　　积极推进AI 数智化发展。公司与火山引擎共建BYKIDs AI 伴身智能硬件孵化器，联合打造垂类大模型及若干个智能体，线下门店将打造AI 专区，我们预计未来盈利点包括自有AI 产品销售、生态伙伴产品分成、token 分成等。
　　盈利预测：孩子王作为母婴赛道龙头，坐拥千家门店&抖快渠道辐射大量客群，把持千万会员入口，场景与渠道价值突出；拥抱新质生产力，布局电商直播&AI 科技，构建母婴生态圈，打造家庭生活服务商，建议重点关注。我们预计公司25~27 年归母净利润分别为3.86/5.00/6.25 亿元，25 年4 月7日收盘价对应PE 分别为33/25/20 倍。
　　风险因素：行业竞争加剧，AI 建设不及预期，经营管理风险等。",信达证券
